epoch,avg_loss,mrr,hits@1,hits@3,hits@10,g_mean_all,g_std_all,g_mean_img,g_std_img,g_mean_noimg,g_std_noimg,g_frac_img_in_sample
55,1.1000451819101968,0.3032551662445068,0.1236,0.4102,0.6366,0.534807562828064,0.05693453177809715,0.49258941411972046,0.03415865823626518,0.583498477935791,0.03475503623485565,0.5356000065803528
60,1.095883395406935,0.3250163180351257,0.1704,0.4062,0.63,0.5370311737060547,0.05621235445141792,0.4945646822452545,0.0332106277346611,0.5847654342651367,0.03414959833025932,0.52920001745224
65,1.0906732002894084,0.32042132635116577,0.1576,0.4118,0.6424,0.5359201431274414,0.05693130940198898,0.49439236521720886,0.035193417221307755,0.5844743251800537,0.0347670242190361,0.5389999747276306
70,1.0860425154368083,0.3056359130859375,0.1282,0.4096,0.6396,0.5398864150047302,0.056095805019140244,0.4982195794582367,0.03480914980173111,0.586948037147522,0.034009452909231186,0.5303999781608582
75,1.0832366816202799,0.3065060094833374,0.125,0.4132,0.6436,0.5357836484909058,0.05471540242433548,0.49642297625541687,0.03534296527504921,0.5805268883705139,0.034841470420360565,0.5320000052452087
80,1.0776355764600967,0.318463726568222,0.1474,0.413,0.6538,0.5363341569900513,0.054201144725084305,0.4961121380329132,0.03385903313755989,0.5803996920585632,0.03443969041109085,0.5228000283241272
85,1.0736022520065307,0.30514400911331174,0.1246,0.4126,0.6454,0.5367327928543091,0.054513730108737946,0.4980514347553253,0.03512418642640114,0.581344485282898,0.03550219163298607,0.5356000065803528
90,1.0701131682925755,0.2841562720298767,0.0902,0.4026,0.646,0.5333123207092285,0.05408984050154686,0.49422702193260193,0.03543079271912575,0.5757906436920166,0.035726770758628845,0.520799994468689
95,1.0680226023991903,0.31507840209007265,0.1352,0.4238,0.6436,0.535215437412262,0.05278695747256279,0.49812689423561096,0.03567888215184212,0.5771732330322266,0.03438067063689232,0.5307999849319458
100,1.0662733083301121,0.33424066824913023,0.1782,0.4146,0.6484,0.5387060642242432,0.051378630101680756,0.5022032856941223,0.03497298061847687,0.5785050988197327,0.03387631103396416,0.5216000080108643
105,1.062174301147461,0.28960847816467283,0.1014,0.4032,0.6422,0.5390775203704834,0.052274372428655624,0.502704381942749,0.035893309861421585,0.5800940990447998,0.03445299342274666,0.5299999713897705
110,1.0597025346755982,0.3008882448196411,0.1202,0.4094,0.643,0.5379242897033691,0.05258827656507492,0.5019217729568481,0.03663644939661026,0.5791141390800476,0.03484763205051422,0.5335999727249146
115,1.0574575996398925,0.30187161164283755,0.1224,0.4072,0.6422,0.5363040566444397,0.05298900604248047,0.4989425837993622,0.036766547709703445,0.5769742131233215,0.0349181666970253,0.5212000012397766
120,1.055188069343567,0.30273314955234526,0.1198,0.409,0.649,0.5328986048698425,0.05150171369314194,0.498346745967865,0.03606037795543671,0.572301983833313,0.03578076884150505,0.532800018787384
125,1.0526299108399286,0.33645660576820374,0.1844,0.42,0.6372,0.5363044738769531,0.05044282227754593,0.501740574836731,0.035319361835718155,0.5745987296104431,0.03451705724000931,0.525600016117096
130,1.04884853416019,0.30558130941390993,0.1228,0.4148,0.6482,0.5383844971656799,0.05203119292855263,0.5021142363548279,0.03617897257208824,0.5779616236686707,0.03508894518017769,0.5217999815940857
135,1.0466141337818569,0.3163504635334015,0.1526,0.4082,0.6368,0.5361763834953308,0.05063846334815025,0.502327561378479,0.036846455186605453,0.573919951915741,0.03474944084882736,0.5271999835968018
140,1.0441071807013618,0.30971923131942747,0.1358,0.4076,0.6386,0.537864625453949,0.05067216604948044,0.5037184357643127,0.03685801848769188,0.5750942826271057,0.03505293279886246,0.5216000080108643
145,1.0433366356955633,0.3229507761001587,0.17,0.3998,0.6322,0.537396252155304,0.0496458001434803,0.503791868686676,0.03591883182525635,0.5736845135688782,0.0345943383872509,0.5192000269889832
150,1.0419153094291687,0.3423801423072815,0.1932,0.4136,0.6376,0.5377640128135681,0.049455635249614716,0.5055965185165405,0.03674520552158356,0.5732319951057434,0.03542642667889595,0.524399995803833
155,1.0395781620343527,0.31349106917381286,0.1426,0.4144,0.6434,0.5333807468414307,0.04967706277966499,0.5017461180686951,0.03670038655400276,0.5693992972373962,0.03615618497133255,0.5324000120162964
160,1.0397819622357687,0.30365896196365355,0.1288,0.4072,0.6434,0.538759708404541,0.048392802476882935,0.5089983940124512,0.03667828068137169,0.5738095641136169,0.03526895120739937,0.5407999753952026
165,1.033170482582516,0.31309050092697144,0.1388,0.4146,0.6432,0.533061146736145,0.04930379241704941,0.5014492869377136,0.03675569221377373,0.568112850189209,0.03593861311674118,0.5257999897003174
170,1.0337646741337245,0.34719742136001586,0.1952,0.4238,0.6538,0.5343757271766663,0.04977324604988098,0.5019060969352722,0.037058718502521515,0.5697207450866699,0.03580854460597038,0.5212000012397766
175,1.032701503170861,0.2919945438146591,0.1236,0.3864,0.6248,0.5364100337028503,0.05011731758713722,0.5041385293006897,0.03789988160133362,0.5723369121551514,0.035478632897138596,0.5267999768257141
180,1.0314064961009555,0.30411335892677305,0.1332,0.3974,0.6378,0.534727931022644,0.04745739698410034,0.5061075091362,0.03685470297932625,0.5668985843658447,0.03607407584786415,0.52920001745224
185,1.0303513023588393,0.2700445532798767,0.0786,0.3844,0.6326,0.5367473363876343,0.04822937026619911,0.5060760378837585,0.03715905919671059,0.5692639350891113,0.03568709269165993,0.5145999789237976
190,1.0260415983200073,0.2882596021652222,0.107,0.3918,0.6308,0.534868061542511,0.04810227453708649,0.5039875507354736,0.03514812886714935,0.5694122910499573,0.03549879416823387,0.527999997138977
195,1.023645552529229,0.30339516973495484,0.13,0.4024,0.638,0.537624716758728,0.04859847202897072,0.5063436627388,0.03704218938946724,0.57076096534729,0.03571612760424614,0.5144000053405762
200,1.0231161239412097,0.30646113090515137,0.1306,0.4052,0.6402,0.536821186542511,0.04663858562707901,0.5087222456932068,0.03687460720539093,0.5690721869468689,0.03412812203168869,0.5343999862670898
