epoch,avg_loss,mrr,hits@1,hits@3,hits@10,g_mean_all,g_std_all,g_mean_img,g_std_img,g_mean_noimg,g_std_noimg,g_frac_img_in_sample
2,1.2931426694658068,0.21505061238594353,0.0674,0.2962,0.4694,0.5380312204360962,0.10472583770751953,0.47059762477874756,0.052357595413923264,0.6150569915771484,0.09610792994499207,0.5332000255584717
4,1.260241190592448,0.3214435969352722,0.1176,0.4712,0.65,0.5368085503578186,0.10318824648857117,0.46593472361564636,0.05165833607316017,0.6125500202178955,0.08983427286148071,0.5166000127792358
6,1.2178609736760457,0.3363256115436554,0.0874,0.537,0.7266,0.5216752290725708,0.10279761254787445,0.4543905556201935,0.049597498029470444,0.5997765064239502,0.0928618535399437,0.5371999740600586
8,1.1721618440416124,0.4460758865356445,0.2592,0.5812,0.769,0.5218417644500732,0.10792168974876404,0.45101290941238403,0.05557004362344742,0.6017126441001892,0.09624072909355164,0.5299999713897705
10,1.121379541291131,0.4220310677051544,0.209,0.5772,0.784,0.5162799954414368,0.10825581103563309,0.44665831327438354,0.05673367157578468,0.5921277403831482,0.09973254799842834,0.521399974822998
12,1.0658248525195653,0.35278524146080015,0.099,0.5382,0.7836,0.5145295858383179,0.10761692374944687,0.4473150670528412,0.05683676153421402,0.5898393988609314,0.10101833194494247,0.5284000039100647
14,1.006349615520901,0.3763208455085754,0.1398,0.5436,0.7966,0.5116498470306396,0.1092539057135582,0.44284653663635254,0.05853033810853958,0.5846505761146545,0.1030263677239418,0.5148000121116638
16,0.9449674312273662,0.51753600025177,0.3692,0.6074,0.8056,0.5062640309333801,0.10810942202806473,0.4419826865196228,0.058008428663015366,0.5805797576904297,0.10492642223834991,0.5361999869346619
18,0.8849099975162082,0.47219402341842653,0.299,0.5784,0.796,0.5111106038093567,0.1098722591996193,0.4421689808368683,0.05854223668575287,0.5857375860214233,0.10351536422967911,0.5198000073432922
20,0.8320341677135892,0.417454393863678,0.2054,0.5622,0.7998,0.5100938677787781,0.1107807382941246,0.4439677298069,0.0628042072057724,0.5841842889785767,0.10589945316314697,0.5284000039100647
22,0.7854198469056024,0.44291471157073975,0.2566,0.5636,0.789,0.5080141425132751,0.11115914583206177,0.44046518206596375,0.06023609638214111,0.5827934741973877,0.10665521770715714,0.5253999829292297
24,0.748646576139662,0.4419174842834473,0.2556,0.5618,0.792,0.5051475763320923,0.11056679487228394,0.4408157169818878,0.061057258397340775,0.5828914642333984,0.10699530690908432,0.5472000241279602
26,0.7145882413122389,0.42768528146743773,0.2372,0.5486,0.7836,0.5097337961196899,0.11174743622541428,0.4443296790122986,0.0632457360625267,0.5836058855056763,0.10855977237224579,0.5303999781608582
28,0.6893680718210008,0.36723358125686645,0.137,0.5312,0.7762,0.5072156190872192,0.11207006126642227,0.44181421399116516,0.06527400761842728,0.5800251364707947,0.10833131521940231,0.5267999768257141
30,0.667401881482866,0.4465103193283081,0.2626,0.5702,0.7812,0.5094642639160156,0.11091384291648865,0.44375988841056824,0.06380405277013779,0.5813896059989929,0.1068318709731102,0.522599995136261
32,0.649956533908844,0.48154043750762937,0.3272,0.5728,0.7798,0.5078205466270447,0.11172965914011002,0.4449518620967865,0.06625334173440933,0.577810525894165,0.11043357104063034,0.5267999768257141
34,0.6366512184672886,0.4766136800765991,0.3212,0.5664,0.7746,0.5086433291435242,0.10943009704351425,0.44570794701576233,0.06493303179740906,0.5773719549179077,0.10676468908786774,0.5220000147819519
36,0.6245836493704054,0.35299730138778684,0.1118,0.5324,0.7698,0.5072716474533081,0.11173797398805618,0.440755695104599,0.062486156821250916,0.5805537104606628,0.10814070701599121,0.5242000222206116
38,0.6147289329104954,0.39257039594650267,0.1802,0.5394,0.7694,0.5046137571334839,0.11025366932153702,0.44197267293930054,0.06235624477267265,0.5746307373046875,0.11003916710615158,0.5278000235557556
40,0.6068346884515551,0.40371418442726137,0.206,0.541,0.7602,0.5059741735458374,0.10956372320652008,0.44522425532341003,0.06348727643489838,0.5762072205543518,0.10965009778738022,0.5361999869346619
42,0.5988865568902757,0.3359608218193054,0.094,0.5102,0.7524,0.5107207298278809,0.11093156784772873,0.44904372096061707,0.06640801578760147,0.5778056979179382,0.11070651561021805,0.5210000276565552
44,0.5953834984037611,0.4577153184890747,0.2984,0.5566,0.76,0.511218249797821,0.10748983919620514,0.4542074203491211,0.06637278199195862,0.5775540471076965,0.10811919718980789,0.5378000140190125
46,0.5884656466378106,0.469639857673645,0.3146,0.5658,0.758,0.5104421377182007,0.11126240342855453,0.44651466608047485,0.0667613223195076,0.5793096423149109,0.1084827184677124,0.5185999870300293
48,0.5836491571532355,0.4381337012767792,0.2632,0.547,0.7604,0.5075252056121826,0.11111108213663101,0.44529446959495544,0.06740051507949829,0.5760311484336853,0.10944908857345581,0.5239999890327454
50,0.5789938200844659,0.39754557762146,0.1994,0.5334,0.7512,0.5091291069984436,0.10841485857963562,0.4501488208770752,0.06714459508657455,0.5766072869300842,0.10728423297405243,0.5335999727249146
52,0.5790153177579244,0.39462001605033875,0.1898,0.5378,0.753,0.5082162618637085,0.10849595814943314,0.4481068253517151,0.06474114209413528,0.5745997428894043,0.10837648808956146,0.5248000025749207
54,0.5741056905852424,0.39381024436950685,0.1924,0.5352,0.7482,0.5115392804145813,0.10695169866085052,0.453143447637558,0.0633024051785469,0.576445460319519,0.10814615339040756,0.5264000296592712
56,0.5709258466296726,0.4413570481300354,0.2764,0.5492,0.7458,0.50501948595047,0.10767563432455063,0.44833290576934814,0.06685484200716019,0.569406270980835,0.10904479026794434,0.5317999720573425
58,0.5696395993232727,0.385563996553421,0.179,0.5338,0.7472,0.5090495944023132,0.10896069556474686,0.4518190622329712,0.06681516021490097,0.5724059343338013,0.11150612682104111,0.5253999829292297
60,0.5655074157979754,0.4433227647781372,0.2838,0.5416,0.7448,0.5104162096977234,0.10807067155838013,0.4546676576137543,0.06864818930625916,0.5741459727287292,0.10967686027288437,0.5333999991416931
62,0.5653091667758094,0.3038871403694153,0.0432,0.5012,0.7412,0.505970299243927,0.10800227522850037,0.4499005973339081,0.06583738327026367,0.5707926750183105,0.11091496050357819,0.5361999869346619
64,0.5611629136403402,0.3903118576049805,0.1954,0.5242,0.7372,0.5128520131111145,0.10644855350255966,0.45583006739616394,0.06482362002134323,0.5772050023078918,0.10754632949829102,0.5302000045776367
66,0.560841564602322,0.39299533529281616,0.201,0.527,0.7356,0.5087829828262329,0.10626241564750671,0.4535757303237915,0.06346140056848526,0.5721480846405029,0.11007329076528549,0.5343999862670898
68,0.5572119915485382,0.3277023818016052,0.094,0.4978,0.728,0.5074948072433472,0.107041135430336,0.4537498950958252,0.06695101410150528,0.57079017162323,0.11074559390544891,0.5407999753952026
70,0.5556033160951402,0.3930708614349365,0.1986,0.5274,0.7396,0.5080644488334656,0.10595352947711945,0.45312973856925964,0.06426363438367844,0.5716257095336914,0.10911043733358383,0.5364000201225281
72,0.5539563903543684,0.38596975498199465,0.1908,0.5218,0.7308,0.5107554197311401,0.10826848447322845,0.45396390557289124,0.06731954216957092,0.5722795724868774,0.11059892922639847,0.5199999809265137
74,0.5556641675366296,0.3843332284927368,0.1916,0.5142,0.7292,0.5098456144332886,0.1079033687710762,0.45269766449928284,0.06614954024553299,0.5746002793312073,0.10947183519601822,0.5311999917030334
76,0.5539253861374325,0.3835901540756226,0.1904,0.522,0.7284,0.5076735615730286,0.10730991512537003,0.45081982016563416,0.06508582085371017,0.5707646012306213,0.1096622422337532,0.5260000228881836
78,0.5534930694103241,0.2885773419380188,0.037,0.4766,0.7142,0.5148013234138489,0.1084379106760025,0.45879754424095154,0.06768738478422165,0.5769990086555481,0.11125598847866058,0.526199996471405
80,0.5506535155243344,0.39025691595077516,0.1992,0.524,0.729,0.5065608620643616,0.10799603909254074,0.45224660634994507,0.0673741027712822,0.5686011910438538,0.112168088555336,0.5332000255584717
82,0.5502327058050368,0.3776600982666016,0.1824,0.514,0.7252,0.5062369704246521,0.1077643632888794,0.4509293735027313,0.06720413267612457,0.5694118738174438,0.11060868203639984,0.5332000255584717
84,0.5503451234764523,0.3782687062263489,0.1846,0.5128,0.7232,0.5126434564590454,0.1084384173154831,0.4554741382598877,0.06850650906562805,0.5742304921150208,0.10980337113142014,0.5185999870300293
86,0.548361415333218,0.39289581356048586,0.206,0.5216,0.7262,0.5091352462768555,0.10624030977487564,0.4551319479942322,0.06627766042947769,0.5664330720901489,0.1105646938085556,0.5148000121116638
88,0.5482043792141809,0.372639723443985,0.1728,0.5132,0.7246,0.5069181323051453,0.10751726478338242,0.451946496963501,0.06524227559566498,0.5699113011360168,0.11179500073194504,0.5339999794960022
90,0.5468229288525052,0.3784908764839172,0.1826,0.517,0.7276,0.5071228742599487,0.10451743751764297,0.4563041925430298,0.0677584782242775,0.5650771260261536,0.10882052779197693,0.532800018787384
