epoch,avg_loss,mrr,hits@1,hits@3,hits@10,g_mean_all,g_std_all,g_mean_img,g_std_img,g_mean_noimg,g_std_noimg,g_frac_img_in_sample
24,0.7453901439242893,0.458683406829834,0.2896,0.5626,0.7774,0.4914589822292328,0.10166281461715698,0.4261448085308075,0.049374423921108246,0.5631292462348938,0.09583139419555664,0.5231999754905701
26,0.7151331845919291,0.4466429358482361,0.2734,0.5496,0.774,0.4911915957927704,0.10277364403009415,0.42592427134513855,0.052415233105421066,0.5627530217170715,0.09664096683263779,0.5230000019073486
28,0.6846521014637418,0.454971354675293,0.288,0.5542,0.773,0.4915521442890167,0.10247351229190826,0.428689569234848,0.05360489338636398,0.5634721517562866,0.09763989597558975,0.5335999727249146
30,0.6660560358895196,0.3687169606208801,0.1498,0.5158,0.76,0.490223228931427,0.10224702209234238,0.42660337686538696,0.05003402382135391,0.5616201758384705,0.09867964684963226,0.5288000106811523
32,0.649892614947425,0.4497667185783386,0.282,0.5506,0.7654,0.48909926414489746,0.10159477591514587,0.42895209789276123,0.05605120211839676,0.557746946811676,0.09835901856422424,0.5329999923706055
34,0.6353782863087124,0.41671699867248535,0.2352,0.5312,0.7544,0.4930504858493805,0.10043971240520477,0.43438300490379333,0.05467652156949043,0.5596873760223389,0.09900067001581192,0.5317999720573425
36,0.6245316778288947,0.46482429761886596,0.3102,0.552,0.7628,0.48602938652038574,0.10033769905567169,0.4293142855167389,0.0551498681306839,0.5523939728736877,0.1006036251783371,0.5392000079154968
38,0.6167285786734686,0.391954062128067,0.1836,0.5346,0.7566,0.4875248670578003,0.10018795728683472,0.43000391125679016,0.05476316064596176,0.5537048578262329,0.09974619001150131,0.5350000262260437
40,0.607548853556315,0.34568423013687133,0.1122,0.5122,0.7494,0.491700142621994,0.0995713323354721,0.43242147564888,0.05330108851194382,0.5564873218536377,0.09801696985960007,0.5221999883651733
42,0.6016989699999491,0.3322134428024292,0.0862,0.5152,0.7518,0.48772022128105164,0.10043850541114807,0.42860639095306396,0.05314067006111145,0.5556235313415527,0.099030502140522,0.534600019454956
44,0.5939178421762255,0.3068723696231842,0.0458,0.4998,0.7446,0.48623090982437134,0.09962638467550278,0.42777878046035767,0.05179367959499359,0.5505774021148682,0.0999847799539566,0.5239999890327454
46,0.5880202094713847,0.29764872331619263,0.0328,0.4972,0.7394,0.4907821714878082,0.10044597834348679,0.4319153428077698,0.05518224090337753,0.5576453804969788,0.09840673208236694,0.5317999720573425
48,0.5875460039244758,0.4726287359237671,0.3234,0.561,0.7558,0.49043384194374084,0.09745412319898605,0.43420085310935974,0.05307039991021156,0.5546655058860779,0.09690611809492111,0.5332000255584717
50,0.5834299143155416,0.4788429714202881,0.3348,0.5652,0.7546,0.4897182583808899,0.09924254566431046,0.43262186646461487,0.054029759019613266,0.5516718626022339,0.09996448457241058,0.5203999876976013
52,0.5766850788063473,0.3936082601070404,0.1918,0.5332,0.7484,0.4901098608970642,0.098876953125,0.4335072636604309,0.05389336869120598,0.5500694513320923,0.10033620893955231,0.5144000053405762
54,0.5726510426733229,0.34194633264541624,0.1062,0.512,0.7442,0.49267706274986267,0.1002669557929039,0.4337189197540283,0.0556449294090271,0.5583134293556213,0.09808507561683655,0.5267999768257141
56,0.5706514522764418,0.4368658320903778,0.2724,0.5414,0.7418,0.4920804798603058,0.09695255011320114,0.4365907311439514,0.05427369475364685,0.551476240158081,0.09738878905773163,0.5170000195503235
58,0.5691597496138678,0.4648367705345154,0.3174,0.5532,0.7448,0.4925984740257263,0.09922946989536285,0.43704158067703247,0.056914057582616806,0.5511683225631714,0.10063648223876953,0.5131999850273132
60,0.5685053549872504,0.4101268889427185,0.2214,0.5382,0.7474,0.4897972047328949,0.09653498977422714,0.43789419531822205,0.055901769548654556,0.5502384901046753,0.09870008379220963,0.5379999876022339
62,0.5670238559775882,0.3909748893737793,0.1884,0.535,0.7438,0.48741376399993896,0.09814401715993881,0.4331459403038025,0.05557975172996521,0.5482176542282104,0.09983303397893906,0.5284000039100647
64,0.5630327828725179,0.3099709874153137,0.049,0.5116,0.7452,0.49611717462539673,0.09656538814306259,0.4429404139518738,0.05737731605768204,0.5553174018859863,0.09689263999462128,0.5267999768257141
66,0.5602478639284769,0.40275314564704895,0.2092,0.5428,0.746,0.4881390631198883,0.0956449955701828,0.4361313283443451,0.05397973582148552,0.5462705492973328,0.09855766594409943,0.5278000235557556
68,0.5577857044008043,0.3449895574092865,0.1154,0.515,0.745,0.4908255338668823,0.09906120598316193,0.43612226843833923,0.05702057480812073,0.5485416054725647,0.10123185068368912,0.5134000182151794
70,0.554108905394872,0.3971223140239716,0.2032,0.5308,0.7422,0.4921083152294159,0.09729786962270737,0.4394201338291168,0.05633829906582832,0.5525820255279541,0.09922850877046585,0.5343999862670898
72,0.5564618641800351,0.3526859580039978,0.1224,0.5236,0.7456,0.4896989166736603,0.09736695885658264,0.43512049317359924,0.05440511554479599,0.5510475039482117,0.09847642481327057,0.52920001745224
74,0.5550525801711612,0.3994902843475342,0.2054,0.539,0.7426,0.49227291345596313,0.09575094282627106,0.44124260544776917,0.05459454655647278,0.5494951605796814,0.09956040978431702,0.5285999774932861
76,0.5560662539800009,0.3317832349300385,0.09,0.5128,0.742,0.4918704032897949,0.0956430658698082,0.4402816593647003,0.05467156320810318,0.5488437414169312,0.09881238639354706,0.5248000025749207
78,0.55270497335328,0.34117874040603635,0.1106,0.512,0.7384,0.49380621314048767,0.09553013741970062,0.44271329045295715,0.055494751781225204,0.5523077845573425,0.09817145019769669,0.5338000059127808
80,0.5499670592943827,0.4061960631370544,0.2174,0.5342,0.7424,0.4949391186237335,0.09393976628780365,0.4421226680278778,0.05171455815434456,0.5498672723770142,0.09645024687051773,0.5098000168800354
82,0.5523338411913977,0.4075491936683655,0.2192,0.5344,0.7458,0.4920228123664856,0.0965731292963028,0.43849918246269226,0.053566984832286835,0.550567090511322,0.09913655370473862,0.5224000215530396
84,0.5478948427571191,0.32781922550201414,0.0924,0.4984,0.7344,0.49855396151542664,0.09700307995080948,0.4443366229534149,0.05584552139043808,0.5545344948768616,0.0986718088388443,0.5080000162124634
86,0.5492715255419414,0.3962962561607361,0.199,0.5326,0.7446,0.491850882768631,0.09869787096977234,0.43577587604522705,0.054467085748910904,0.5501213073730469,0.10058905929327011,0.5095999836921692
88,0.5471549920241038,0.33741084303855895,0.103,0.511,0.7454,0.4858909249305725,0.09518526494503021,0.4369830787181854,0.05407117307186127,0.5422065258026123,0.10099758207798004,0.5351999998092651
90,0.5491295097933875,0.43148473386764524,0.2602,0.5436,0.7456,0.4932461380958557,0.09568064659833908,0.4422861635684967,0.05335200950503349,0.5479684472084045,0.10072582215070724,0.517799973487854
92,0.5483796085251702,0.39340888743400576,0.2,0.5218,0.7404,0.49199116230010986,0.09602378308773041,0.4426180124282837,0.05756222456693649,0.5482515692710876,0.10004376620054245,0.5325999855995178
94,0.5450676743189494,0.4432393374919891,0.28,0.543,0.7484,0.49095049500465393,0.09496533125638962,0.4404396712779999,0.052259329706430435,0.5487390160560608,0.09976590424776077,0.5335999727249146
96,0.5439066396819221,0.4466261966228485,0.2852,0.5458,0.7484,0.4893086850643158,0.09419943392276764,0.4388354420661926,0.052094150334596634,0.545319139957428,0.09871586412191391,0.5260000228881836
98,0.5436774492263794,0.3952000285148621,0.2014,0.5298,0.7426,0.49699315428733826,0.09370143711566925,0.4468808174133301,0.053636036813259125,0.5523804426193237,0.09726838767528534,0.5249999761581421
100,0.5433157267835406,0.40141242609024047,0.2148,0.5254,0.7456,0.4898740351200104,0.09522462636232376,0.43958887457847595,0.05427432060241699,0.5450525879859924,0.0998307541012764,0.5231999754905701
102,0.5447976893848843,0.3918111981391907,0.1954,0.5294,0.7434,0.49033448100090027,0.09453219920396805,0.4401518702507019,0.054608505219221115,0.544611930847168,0.09852219372987747,0.519599974155426
104,0.5443523616260952,0.3574565146446228,0.1392,0.5094,0.7418,0.485302209854126,0.09300603717565536,0.43734732270240784,0.05388275161385536,0.5387746691703796,0.09815570712089539,0.5271999835968018
106,0.5424901276164584,0.3505392793655395,0.1262,0.5088,0.7404,0.48827871680259705,0.09593416750431061,0.43928274512290955,0.056333594024181366,0.5425624251365662,0.10137856006622314,0.525600016117096
108,0.5421635682053036,0.4496793553352356,0.2956,0.5442,0.7462,0.48677149415016174,0.09442618489265442,0.43803533911705017,0.05361039936542511,0.5397807955741882,0.10047321021556854,0.5210000276565552
110,0.5426489064428541,0.4007506020069122,0.2112,0.529,0.7476,0.4863704442977905,0.09663380682468414,0.4371723532676697,0.055823858827352524,0.5395830273628235,0.10304383188486099,0.519599974155426
112,0.5414110687043932,0.34481070175170897,0.1276,0.4936,0.736,0.496812105178833,0.09536243975162506,0.44842416048049927,0.057817354798316956,0.5484818816184998,0.10032570362091064,0.5163999795913696
114,0.5426186192035675,0.39584377336502075,0.2024,0.524,0.7484,0.48668012022972107,0.09396380186080933,0.4391763508319855,0.05582711473107338,0.541115939617157,0.09912693500518799,0.5339999794960022
116,0.5397737827565935,0.4377928719520569,0.2778,0.5376,0.7442,0.4914669990539551,0.0968468189239502,0.4421398937702179,0.05753432586789131,0.5483567714691162,0.1016673892736435,0.5356000065803528
118,0.53904120710161,0.3536380018234253,0.1344,0.5108,0.7446,0.4919315576553345,0.09398779273033142,0.4438052475452423,0.05494746193289757,0.5431987047195435,0.09965959191322327,0.5157999992370605
120,0.5389797753757901,0.39809421100616454,0.2106,0.5216,0.7452,0.4897170066833496,0.09425997734069824,0.4431898593902588,0.055895306169986725,0.5433774590492249,0.1007605716586113,0.5356000065803528
122,0.5377953567769792,0.3341660048007965,0.103,0.5004,0.7392,0.4855800271034241,0.09689924865961075,0.43690305948257446,0.05675413832068443,0.5399450659751892,0.1033286526799202,0.5275999903678894
124,0.5376529751883613,0.38062790021896364,0.1862,0.5118,0.7334,0.4865032136440277,0.09250642359256744,0.4395838677883148,0.05383792147040367,0.5373324751853943,0.09858724474906921,0.5199999809265137
126,0.5349444531069861,0.4427757850646973,0.2872,0.5372,0.7404,0.4870765507221222,0.09323035180568695,0.4412662982940674,0.055512938648462296,0.538984477519989,0.09988252818584442,0.5311999917030334
128,0.5380633270740509,0.37870684962272644,0.1806,0.5136,0.7416,0.48681390285491943,0.09279776364564896,0.43972939252853394,0.0527145117521286,0.5385217666625977,0.09954100847244263,0.5234000086784363
130,0.5358940484788682,0.3863287539958954,0.1936,0.5128,0.7368,0.4842882454395294,0.09502135217189789,0.4361884593963623,0.0547134093940258,0.5396733283996582,0.10122841596603394,0.5351999998092651
